draft_year,position,rank,name,school,year_class,height,weight,hometown,birthday,age,jersey,strengths,weaknesses,summary,grade,c_ht,c_wt,c_arm,c_hand,c_wing,c_40,c_20,c_10,c_vj,c_bj,c_ss,c_3c,c_bp,c_notes,pd_ht,pd_wt,pd_arm,pd_hand,pd_wing,pd_40,pd_20,pd_10,pd_vj,pd_bj,pd_ss,pd_3c,pd_bp,pd_notes
2025,LB,15,Nick Martin,Oklahoma State,4JR,5114,221,"Texarkana, TX","Oct 13, 2002",22.53,4,"● Above-average athleticism allows him to impact game in multiple ways ● Shot out of a cannon when he unlocks and drives in pursuit ● Chases down runners as a middle-ﬁeld spy ● Keys well versus the run and ﬁts with physicality ● Uses twitch to sidestep climbers and operate inside tackle box ● Squares up target and looks to wrap at contact ● Impact special-teamer as a redshirt freshman (11 tackles in 2022) ● Two-time team captain and acted as an extra coach during his 2024 injury ● Grounded and genuine personality (Ollie Gordon II: ""He's the most caring guy ever."") ● High-volume tackle production (No. 2 in FBS with 83 solo tackles in 2023)","● Short (and short-armed) ● Only average core functional strength and can be cinched/sealed ● Will take himself out of some plays trying to slip and dip blockers, rather than taking them on ● Lack of ideal length and ﬁnishing strength shows up on tackle attempts ● More reactive than proactive in coverage ● Caught staring at the quarterback and losing his man ● Left some interceptions on the ﬁeld (see 2024 South Dakota State tape) ● Right knee injury (Oct. 2024), which sidelined him for remainder of his season","A two-year starter at Oklahoma State, Martin was a Mike linebacker in former defensive coordinator Bryan Nardo's 3-3-5 base scheme. He put himself on the NFL radar as a sophomore (one of six FBS players with 140 tackles or more in 2023), and he was on pace to average double-digit tackles again in 2024 before a right knee injury sidelined him. Built more like a muscular safety, Martin is an easy mover with the straight-line burst and true sideline-to-sideline range to be a run-and-chase 'backer. He is an aggressive striker, and his tackle production speaks for itself, but his average length and point-of attack-strength will hurt his ability to sift through NFL traffic and disengage from pro blockers. Overall, Martin doesn't have the size that most teams desire at the position, but his urgent athleticism will give him a chance to earn a role as a Will linebacker. He should ﬁnd regular work as a core special-teamer and be the ﬁrst man off the bench on defense.",5th round,5114,221,31 3/4,9 1/4,78 3/8,4.53,2.64,1.60,38,"10'3""",DNP,DNP,,"No SS, three-cone (choice)",5110,220,32,8 3/4,77 3/4,4.59,2.67,1.54,DNP,DNP,4.23,7.20,,
2025,LB,16,Cody Lindenberg,Minnesota,5SR,6023,236,"Anoka, MN","Jan 15, 2002",23.27,45,"● Good-sized athlete who runs and rallies to the football ● Rangy for his size and covers a lot of ground when chasing in open ﬁeld ● Reads run game well and shuffles to mirror, scrape and close ● Uses his arm length to battle with blockers ● Reaches his landmarks with ease in zone coverage ● Brings some thunder as an A-gap blitzer ● Green-dot player for the Gophers, communicating calls and checks with the rest of the defense ● Productive when on the ﬁeld","● Upright player — needs to attack blockers with better angling and bend ● Disappointing pop at contact and can be washed at second level ● Fast-ﬂow play style can be disrupted by play fakes ● Late to settle his feet and adjust to elusive ball carriers ● Flagged for late hit out of bounds on 2024 Iowa tape ● Inconsistent steps and pacing when manned up against backs and tight ends ● Sports hernia surgery (Dec. 2024); hamstring injury during fall camp (Aug. 2023) and later aggravated injury, missing nine games in all during 2023 season; surgery in 2021, which ended his season","A three-year starter at Minnesota, Lindenberg was the Mike linebacker in former defensive coordinator Corey Hetherman's scheme. A do-everything athlete in high school, he became a full-time linebacker for the Gophers and was productive when on the ﬁeld (7.8 tackles per game over the past two seasons). With his frame and acceleration, Lindenberg has an interesting collection of traits, which helps him make an impact against both run and pass and as a blitzer. Though he appears to process things well, he tends to be inconsistent sifting and playing through contact, which often leaves him stuck in traffic or late reacting in man coverage. Overall, Lindenberg has throwback size and rallies well to the football, but he doesn't consistently stay ahead THE BEAST | BACK TO TABLE OF CONTENTS 397 of plays and ends up stuck — an issue that will lead to less production in the NFL than it did in college. He projects as a backup Will with special teams tools.",5th-6th round,6023,236,32 3/4,9,77 5/8,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,No workout (sports hernia),6022,236,32 3/4,9 1/4,78,4.71,2.68,1.69,36 1/2,"9'10""",4.32,7.01,,
2025,LB,17,Eugene Asante,Auburn,6SR,6007,223,"Alexandria, VA","Jan 22, 2001",24.25,9,"● Plays with speed and energy for days ● Covers a ton of ground and makes plays on opposite sideline of where he started ● Quickly diagnoses blocking scheme (pullers, kick-outs, etc.) to unlock and go ● Plays with pop in his hands to punch above his weight class ● Explosive pass/run blitzer and triggers without wasting steps to hit gaps with purpose and control THE BEAST | BACK TO TABLE OF CONTENTS 398 ● Accelerates through running back blocks like a ball of butcher knives ● ""Freaks List"" alum (squats 635 pounds, benches 405) ● Vocal — teammates feed off his aggressive motor (Auburn adopted his ""Let's Work!"" motto) ● Skill set and play personality will thrive on special teams (14 tackles in college)","● Undersized and doesn't have ideal frame or length ● Attacks before reading at times, creating false steps ● Occasional missed tackles usually come from him leaving his feet too early ● More reactive than proactive in coverage ● Inconsistent with spacing in his drops, with suspect ball skills ● Looks to create violent collisions, but the wear and tear on his body adds up ● Senior season production was underwhelming ● Already 24 years old","A two-year starter at Auburn, Asante was the Will linebacker in defensive coordinator D.J. Durkin's 4-2-5 base scheme. After struggling to ﬁnd consistent snaps at North Carolina, he transferred to The Plains and became the ignitor on defense with 133 combined tackles over his ﬁnal two seasons. Asante turned heads with his 40-yard dash at the combine, but it matched his speed on tape. At his best downhill, he senses what is coming, trusts his eyes and ﬁts gaps against the run or provides disruption as a blitzer. At times, his overaggressive play style will create unfavorable angles, and his below-average ball production reﬂects his inconsistent spacing in coverage. Overall, Asante needs to play with better restraint to avoid mistakes, but he sets the tempo with overﬂowing adrenaline. Players with his combination of speed, energy and competitive toughness usually ﬁnd ways onto NFL rosters. His special teams impact will stand out immediately.",5th-6th round,6004,223,30 1/4,8 1/4,73 1/2,4.48,2.61,1.57,DNP,DNP,DNP,DNP,,"No jumps, SS, three-cone (choice)",6007,218,29 7/8,8 5/8,72 1/2,DNP,DNP,DNP,DNP,DNP,4.27,7.15,,
2025,LB,18,Collin Oliver,Oklahoma State,4SR,6016,240,"Oklahoma City, OK","Sep 23, 2002",22.58,30,"● Explosive athlete to stress blockers in space ● Forces holding calls as pass rusher with gap burst and ability to submarine blocking hands ● Accelerates in a blink to create immediate momentum in rush (1.57-second 10-yard split) ● Has some pop in hands to rock late-setting tackles ● Competes with physical mindset to ﬁght off contact ● Alert eyes and shows basic understanding of blocking scheme ● Never lost killer instinct or revved motor, regardless of position ● Has upside in coverage because of athletic tools ● Consistently found ways to be productive (40.5 tackles for loss in 43 career games)","● Tweener body type, with below-average length ● Lacks ideal sand and play strength to set edge or match up with pullers ● Finds himself narrow at contact, which disrupts his contact balance ● Leaves too much production on the ﬁeld ● Plays out of control as tackler — multiple misses on each tape studied ● Doesn't look as explosive when dropping in space ● Played just 80 snaps as senior because of right foot injury (Sept. 2024), which sidelined him for ﬁnal 10 games of college career; missed half of junior season in high school because of bone contusion in right knee (Oct. 2019)","A three-year starter at Oklahoma State, Oliver was a hybrid weakside linebacker in former defensive coordinator Bryan Nardo's 3-3-5 base scheme, standing up as a wide edge and off-the-ball 'backer. A defensive end his ﬁrst two seasons in Stillwater, he moved to linebacker in the spring of 2023, although he was at his best when allowed to rush the pocket. He led the team in sacks his ﬁrst three seasons — and likely would have again in 2024, were it not for his season-ending foot injury. With his short-area burst and high energy, Oliver makes himself a fast, small target for blockers, and he plays with better force than expected for his size. Though it is easy to love his football-playing temperament, his sawed-off body can leave him tied up and overwhelmed, especially in tight quarters. Overall, Oliver is an explosive, leverage-based rusher, but he lacks the measurables for full-time edge work and is unproven dropping or playing from depth. He projects best as a nickel rusher with long-term potential as a developmental off-ball linebacker.",5th-6th round,6016,240,30 3/4,9 1/2,76 1/8,4.56,2.66,1.57,39,"10'6""",DNP,DNP,,"No SS, three-cone, bench (injury during drills)",6014,238,30 1/4,9 3/4,76 1/4,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2025,LB,19,Jalen McLeod,Auburn,5SR,6016,241,Washington D.C.,"Jun 05, 2002",22.88,35,"● Terriﬁc eyes to ﬁnd ball and chase it down ● Assignment sound and understands surroundings ● Stacks at point of attack with strong base ● Efficient working edge, pressing his foot in the ground and dipping at top of rush ● Active hands as pass rusher and uses various long-arm techniques ● Six career forced fumbles (including two on same play on 2022 Texas A&M tape) ● Productive and versatile enough to make an impact from different alignments ● Served as team captain for senior night win over Texas A&M","● Tweener size leads to questionable schematic ﬁts ● Ordinary speed and range in open ﬁeld ● A tad heavy-legged, which creates some limitations laterally ● Can get bumped off angles by intersecting climbers ● Leads with his helmet and needs to clean up tackling technique ● Athletes in space can escape his pursuit more than they should (see 2024 Georgia and Oklahoma tapes) ● will target him early and often as drop-coverage player","A two-year starter at Auburn, McLeod played the ""Buck"" position as a hybrid linebacker in defensive coordinator D.J. Durkin's 4-2-5 scheme, lining up off the ball on early downs and putting his hand on the ground in sub-packages. He showed promise at Appalachian State before transferring to Auburn, where he posted 24 tackles for loss in his 24 games played. With his assignment-based approach, McLeod shows very little lag in his read-react and plays with well-channeled aggressiveness to create pursuit lanes, both as a run defender and pass rusher. His average athletic proﬁle will be more noticeable against NFL talent, especially when tackling or covering in space. Overall, McLeod is the type of prospect that grows on you, because of the different ways he can align and make an impact. It will be critical for him to ﬁnd the right role, though. He projects best as a hybrid outside linebacker in a 3-4 scheme.",6th round,6015,241,32 1/4,9 3/4,80,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,No workout (choice),6016,240,32 3/8,9 3/4,80,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2025,LB,20,Francisco Mauigoa,Miami,4SR,6021,233,"‘Ili’ili, American Samoa","Mar 17, 2003",22.10,1,"● Good-sized athlete with well-rounded skill set ● Instinctive and follows keys to football ● Good feel for working around noise downhill ● Masterful at timing blitzes to make it a bad day for the backﬁeld ● Unlocks through hips to make the ball carrier feel it ● Can turn and run with wheel routes ● Team captain — you can tell he buys into ""do your job"" mantra ● Extensive special teams experience, including on all punt coverages as a senior ● Durable; didn't miss a game because of injury in four college seasons","● Chase speed better than initial burst ● More likely to work underneath blocks, which can draw him out of position ● Needs to use better technique and pop as take-on player ● Struggles to shed or regain control once blockers latch on ● Multiple missed tackles on each tape studied — needs to play with better balance to ﬁnish ● Lacks twitch for quick reactions in coverage, leading to plays for the offense","A two-year starter at Miami, Mauigoa played Mike linebacker in then-defensive coordinator Lance Guidry's 4-2-5 base scheme. After two seasons at Washington State (he was teammates with Cam Ward at two different programs), Mauigoa transferred to Coral Gables, where he led the Hurricanes in tackles and tackles for loss as both a junior and senior. Miami's green-dot player on defense, Mauigoa reads well pre- and post-snap and is at his best working downhill angles to skim blocks and make stops at (or behind) the line — he had 29 tackles for loss in 26 starts at Miami. His awareness carries over to coverage, although his reaction quickness isn't as sharp and offenses can ﬁnd success targeting him. Overall, Mauigoa needs to clean up his missed tackles and coverage missteps to earn defensive snaps, but his instincts, chase speed and mentality are draftable traits that will endear him to NFL coaching. Special teams will help him make a roster.",6th round,6017,233,31 3/4,10 1/4,77 3/8,4.60,2.68,1.59,35,"10' 1""",4.24,7.15,,No bench (choice),6021,234,31 3/4,10 1/8,76 3/4,DNP,DNP,DNP,37,DNP,DNP,DNP,,
2025,LB,21,Jackson Woodard,UNLV,5SR,6021,230,"Little Rock, AR","Jul 02, 2002",22.81,7,"● Carries quality lean mass on frame and plays with springs in legs ● Sees it quickly and drives downhill to create congestion ● Maneuvers well through inside zone, dipping blocks and ﬁnding stretch/cutback ● Very little wasted motion in pedal and change of direction ● Anticipates as drop player and undercuts routes ● Five interceptions to only two touchdowns allowed in coverage past two seasons ● Slippery timing is skeleton key that allows him to unlock gaps as blitzer ● Two-year team captain at UNLV and never lost walk-on attitude (NFL scout: ""Dude puts everything he has into this."") ● His two happy places are the farm and the football ﬁeld — he has a future in coaching ● Played on kick return and punt coverages all ﬁve seasons (12 career special teams tackles)","● Adequate frame and lacks elite length ● Solid speed but won't consistently close the gap if he loses step in pursuit ● Can do better stacking but probably will never be a knock-back guy ● Will take himself out of plays at times when he chooses to avoid blockers rather than take them on ● Physical tackler but not a thumper, especially when he tries to go high ● Pursuit angles stray when closing on the ball carrier, leading to misses (see 2024 Kansas tape) ● Can be drawn out of coverage position by quarterbacks who know how to use their eyes","A two-year starter at UNLV, Woodard was the Mike linebacker in former defensive coordinator Mike Scherer's 4-2-5 base scheme. A former walk-on at Arkansas, he transferred to UNLV and topped 115 tackles in back-to-back seasons — including a standout senior year in which he led all FBS linebackers in passes defended (17) and ranked No. 2 in interceptions (four). A green-dot player, Woodard sees the ﬁeld well and has the functional movements to do a lot of things that help a defense. He anticipates well in his pass drops and when working downhill, although he can be swallowed up if he doesn't get a head start. Overall, it will be tough for Woodard to be as dynamic in the NFL as he was in college, but his play recognition, toughness and intangibles are traits that keep players on NFL rosters. He can become a team's fourth linebacker and a special-teamer, with a chance to rise from there.",6th-7th round,6020,234,31,9,77 5/8,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,", jumps, SS, three-cone (choice)",6021,230,31 3/8,9 3/8,77 1/8,4.87,2.77,1.71,36,"9'9""",4.50,7.44,,
2025,LB,22,Jay Higgins,Iowa,5SR,6001,224,"Indianapolis, IN","Feb 14, 2002",23.19,34,"● Green-dot player who keys and diagnoses well ● Fills with stopping power as tackler in the lane ● Outstanding motor; always in chase mode (tackle production comes all over the ﬁeld) ● Reads eyes of the quarterback as a hole player and breaks on throws to inﬂuence catch point ● Hunts crossers, especially on play-action passes, with focused hands to pick off throws (led all Big Ten linebackers in interceptions in 2024) ● Teammates call him the ""ultimate leader,"" and he prides himself on being the example for the program ● Gets his teammates lined up pre-snap ● Special teams experience (11 career tackles) ● Elite tackle production, including an FBS-best 171 tackles in 2023 (tied school record)","● Shorter than ideal, with a stumpy frame and below-average length ● Lacks desired speed or explosiveness in space ● Shows some tightness in break down as tackler, leading to misses ● Inconsistent quickness off contact and can ﬁnd himself stuck to blocks ● Gets grabby in coverage and will have a tough time manning-up NFL athletes ● Doesn't take many chances downhill (just 2.6 percent of his college tackles came in backﬁeld) THE BEAST | BACK TO TABLE OF CONTENTS 404","A two-year starter at Iowa, Higgins was the Mike linebacker in defensive coordinator Phil Parker's 4-2-5 scheme (averaged 64.5 snaps per game as a starter and rarely came off the ﬁeld). He sat and learned behind Jack Campbell during his ﬁrst three years on campus before ﬁlling Campbell's role without any drop-off. He led the FBS in combined tackles (295) over the past two seasons and became a consensus All-American. A high energy player, Higgins holds a master's degree in reading run concepts and ﬂowing to the designed angle to clean up the play. He is more of a one-speed athlete and plays with more urgency than true burst, which shows in man coverage and the open ﬁeld. Overall, Higgins' lack of ideal speed and length will be more glaring in the NFL, but he consistently punches above his weight class. His instincts and toughness will help disguise concerns about his game, too. His game is reminiscent of Anthony Walker, who has been a productive pro when healthy.",6th-7th round,6001,224,31,9 1/2,75,4.82,2.79,1.66,33,"9'2""",4.35,7.01,,No bench,DNP,233,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,4.45,DNP,,
2025,LB,23,Carson Bruener,Washington,5SR,6012,227,"Woodinville, WA","Jun 05, 2001",23.88,42,"● NFL-quality speed to make plays near sideline ● Disciplined eyes to key, ﬂow and stay ahead of blocks downhill ● Keeps feet underneath him as tackler with strong hands to ﬁnish ● Quick to read play action and drop into coverage ● Doesn't panic and ﬁnds throwing lanes as zone dropper (No. 2 on team with eight passes defended in 2024) ● Certiﬁed tough guy (played through a sprained AC joint throughout entire 2024 season) ● Four-phase special-teamer (23 career tackles) and Washington's special teams MVP in 2023 (can also long snap) ● Voted a team captain in 2024 and has strong football character THE BEAST | BACK TO TABLE OF CONTENTS 405","● Better straight-line speed than lateral quicks ● Ordinary size, bulk and length ● Questionable take-on strength and catches too much at contact ● Body tightness shows when attempting to tackle shifty runners ● Bigger backs can carry him for extra yards when tackling strike zone gets high ● Staying attached to seam/wheel routes versus NFL athletes will be tougher than in college ● Only one season as a full-time starter","A one-year starter at Washington, Bruener was the Mike linebacker in former defensive coordinator Steve Belichick's versatile front seven. The son of a 14-year NFL veteran (and current NFL scout), he bounced around the depth chart (under three different head coaches) but found ways to be productive, regardless of his role. He had a career year in 2024 as one of only two Power 4 defenders with at least 104 tackles and three interceptions. Bruener diagnoses quickly to drop into passing zones or trigger without wasting steps to hit gaps with purpose and control. Trusting his vision helps him play fast, although his average twitch and play strength will be tougher to overcome against NFL athletes. Overall, Bruener will be limited by middling agility and play violence, but his production represents an ability to always be around the football. He projects as an NFL backup with the speed and mentality of a core special-teamer.",6th-7th round,6012,227,31 3/4,9 1/4,78 1/4,4.58,2.68,1.59,33 1/2,"9'11""",DNP,DNP,,"No SS, three-cone, bench (choice)",6012,226,31 3/4,9 1/2,78,DNP,DNP,DNP,DNP,DNP,4.24,6.77,,
2025,LB,24,Jailin Walker,Indiana,4SR,6003,219,"Richmond, VA","Feb 10, 2003",22.20,2,,,"Jailin Walker grew up in the Creighton Court neighborhood of Richmond, Va., with his parents (Nicole and Jaimmie). His father was shot and killed when Jailin was in high school (Aug. 2019). Walker started playing football for the Mosby Spartans and later became a varsity starter (as a junior) at Varina High, playing running back and linebacker. A no-star recruit, he committed to James Madison over Old Dominion and Yale. He had two productive starting seasons before following head coach Curt Cignetti and defensive coordinator Bryant Haines to Indiana for the 2024 season. Walker was consistently productive over his career and created 11 turnovers (six forced fumbles, ﬁve interceptions) over the past three seasons. He can be a little sticky in his change of direction, but he is agile and light on his feet to run and cover or close as a blitzer. Overall, Walker is shot out of a cannon when he trusts his vision, and his 2024 jump in production against better competition is encouraging. As conﬁrmed by his testing numbers, he has the speed and wiring to shine on special teams while adding depth on defense.",7th round,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,LB,25,Jamon Dumas-Johnson,Kentucky,4SR,6006,236,"Hyattsville, MD","Nov 28, 2001",23.40,2,"● Densely built with proportionate thickness in upper and lower halves ● Plays hard with a mean-spirited demeanor ● Face-up, physical striker and drives through ball carriers to knock them backwards ● Has functional playing range between the numbers ● Uses peripherals to identify side-angled blockers mid-mirror ● Out-leverages perimeter; rarely out of place ● Aggressive in short yardage to stonewall blocks and disrupt run design ● Flashes blitz potential (especially as a green-dogger) with ﬁerce hands and ability to dip under blocks ● Terriﬁc communicator pre-snap — served as a signal-caller at both Georgia and Kentucky ● Described as a leader who ""continues to ﬁnd his voice"" with a pulse of the team ● Productive at two different SEC programs","● Average suddenness by NFL standards ● Tightness in hips leads to limitations in coverage ● Will have a tough time staying connected man-to-man versus NFL backs on angle/wheel routes ● Doesn't consistently shock climbing blockers ● Struggles to shift back into gear post-contact ● Missed tackles usually a result of him lunging and falling off contact ● Didn't play on kickoff or punt coverages in 2024 ● Charged with misdemeanors of racing and reckless driving (Jan. 2023); pleaded guilty to the latter charge and had the former dismissed (April 2023); sentenced to 12 months probation, community service and a defensive-driving course ● Season-ending left forearm fracture (Nov. 2023), which sidelined him for ﬁnal ﬁve games of junior season; missed one game as senior because of injury (Nov. 2024) THE BEAST | BACK TO TABLE OF CONTENTS 407","A one-year starter at Kentucky, Dumas-Johnson played stacked as the Mike linebacker in defensive coordinator Brad White's 3-4 base scheme (occasionally lined up as an edge blitzer in sub). He was an All-American on Georgia's 2022 national championship team before moving to Kentucky for the 2024 season — he led the Wildcats in tackles (67) and defensive snaps per game (52.5). With his quick trigger downhill, Dumas-Johnson sees the ﬁeld well as a run defender and comes to balance on the move to avoid blockers or make stops. However, he doesn't have the explosiveness to be a true sideline-to-sideline chaser and will be targeted in man coverage by dynamic backs and tight ends. Overall, Dumas-Johnson is sound in his run ﬁts and competes with a conﬁdent, physical edge, but he will need to prove he won't be a liability in coverage to see signiﬁcant defensive snaps. He has the skill set of a potential role player and special-teamer.",FA,6006,238,32,9 1/2,78 1/2,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,No workout (left foot),6006,236,31 5/8,9 3/4,78 3/8,4.60,2.60,1.59,37 1/2,"10'6""",DNP,DNP,,
2025,LB,26,Chandler Martin,Memphis,5SR,5117,229,"Lithonia, GA","Dec 11, 2002",22.37,11,,,"Chandler Martin grew up outside of Atlanta, with his parents (Jeff and Sherlonda). His older sister (Jaya) played volleyball at Hiram College. Martin started playing linebacker at age 6 and continued on to Arabia Mountain High, where he posted 108 tackles as a senior in 2019. A two-star recruit, he went overlooked because of his size and signed with FCS East Tennessee State (enrolled at just 16). After three seasons, he entered the portal and transferred to Memphis for his ﬁnal two seasons. He led the Tigers in tackles, tackles for loss and sacks as both a junior and senior. Martin is extremely active and plays with his feet on ﬁre. He can read and react in a blink to make plays at or behind the line (33.0 combined tackles for loss the past two seasons). He will run himself out of plays or into blockers at times, because of his eagerness to make plays. Although his coverage awareness is up and down, he showed improved conﬁdence in his drops as a senior. Overall, Martin is a tad undisciplined, but he is an explosive athlete with the closing speed to be a useful run-and-hit linebacker on defense and special teams.",FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,LB,27,Justin Barron,Syracuse,5SR,6036,225,"Rocky Hill, CT","Oct 25, 2001",23.50,8,,,"Justin Barron grew up in central Connecticut, with his parents. His father (Jason) played football at UConn; his mother (Sara) played college soccer at Hartwick. Barron was a wide receiver and safety at Suffield Academy and posted 525 receiving yards and two interceptions as a senior, leading the team to the 2019 Class A New England Championship. A three-star recruit, Barron committed to Syracuse over UConn and others, and he made the switch from receiver to safety in 2020. Over the last few seasons, he played all over the back seven — linebacker, safety, big nickel — and reached at least 90 tackles in each of his ﬁnal two seasons. Barron is an impressive size-speed athlete, and there are zero concerns about his competitive toughness or football-playing temperament. Though his burst to close jumps off the tape, his coverage movements are inconsistent and missed tackles made for a nagging issue on his 2024 tape. Overall, Barron needs better consistency to ﬁnd a full-time role on defense, but he can provide versatile depth. His special teams experience (949 snaps in college) will pay immediate dividends.",FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,LB,28,Austin Keys,Auburn,5SR,6022,229,"Collins, MS","Apr 03, 2002",23.06,6,,,"Austin Keys grew up in small-town Mississippi with his parents (Michael and Bridget). He was a standout basketball and football player at Seminary High and had a breakout junior season as a 200-pound linebacker (79 tackles, 23.0 tackles for loss). A three-star recruit, Keys committed to Ole Miss and played mostly on special teams his ﬁrst two seasons. After handling a part-time role in 2022, he entered the transfer portal and spent his last two years at Auburn, primarily in a Sam linebacker role (averaged 33.3 defensive snaps per game in 2024). Keys needs an extra half-beat to sort out what he sees at times , but he is quick in short areas to ﬁll with thump. Although he can be outfoxed in coverage, he plays well in space to leverage his responsibilities and get his man on the ground as a tackler. Overall, Keys didn't truly separate himself on two different SEC defenses, but he's fast-ﬂowing and physical and should be a day one contributor on kickoff coverages.",FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,LB,29,Tyreem Powell,Rutgers,5SR,6044,239,"Vineland, NJ","Dec 28, 2001",23.32,22,"● Impressive size-speed athlete ● Rare wingspan with arm length that makes offensive tackles jealous ● Firm upward strike when using long arms to work off contact ● Leverages gap with physicality ● Builds up speed to close gap in backside pursuit ● Length allows him to lasso and ﬁnish tackles better than most ● Has value as blitzer on simulated pressures ● Forced fumble late on 2024 Minnesota tape, which sparked a comeback win ● Played all four seasons on punt coverages and has skill set for special teams ● Voted a 2024 team captain; his coaches give their stamps of approval","● Want to see him punch to his weight class consistently ● Average trigger and tends to be a tick late driving downhill ● Inconsistent edge setter and block shedder ● Needs more leveraged approach to play under angle blocks ● Doesn't have body twitch for easy redirects in space ● Struggles matching tight ends down the seam ● Plays with blinders on in coverage ● Planned to leave for NFL after 2023 season but suffered a left wrist injury (Oct. 2023), which required season-ending injury; tore his Achilles while working back from wrist injury (Feb. 2024), which sidelined him for ﬁrst two games of 2024 (he wasn't 100 percent most of ﬁnal year); limited during the draft process after being ""banged up"" in ﬁnal college game","A three-year starter at Rutgers, Powell was the Mike linebacker in then-defensive coordinator Joe Harasymiak's 4-2-5 base scheme. He put himself on the NFL radar in 2022 and was trending toward being a top-100 pick until injuries sidetracked his trajectory. A big athlete, Powell is a smooth mover with functional range, although he didn't look quite the same on the 2024 tape while working his way back from an Achilles injury. He offers rare length and admirable physicality to work near the line of scrimmage, but he needs to stay disciplined with his keys and timing to remain a factor in the play. Overall, if Powell stays healthy and returns to form, he has the frame and tools worth developing on an NFL practice squad.",FA,6044,239,34 5/8,9,82 3/8,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,No workout,6043,239,34 3/4,9 1/8,82 5/8,4.92,2.75,1.57,DNP,DNP,4.66,DNP,,
2025,LB,30,Karene Reid,Utah,4SR,5116,229,"American Fork, UT","Feb 19, 2000",25.18,21,"● Short but not small, with a developed build ● Solid athlete and moves with body ﬂexibility to plant, drive or redirect ● Pursuit quickness shined brightest as blitzer to work around (or leap over) blockers ● Instinctive reads lead to accurate angles (studies a lot of Fred Warner) ● Strong hands and routinely ﬁnishes tackle attempts he starts ● Sniffs out slants and follows quarterback's eyes to the passing lane ● Able to man up tight ends and stay attached outside the numbers ● Mature, selﬂess leader; voted a team captain in 2024 (NFL scout: ""He's made of the right stuff."")",● Below-average height and length ● Fast-ﬂow player but a little sticky when moving laterally ● Long-armed lineman can give him a jolt and knock him off path ● Can evade blockers (former running back) but inconsistent when attempting to punch/separate ● Has enough athleticism for spot-drop duties but instincts aren't as sharp in coverage ● Will be 25 on draft weekend ● Missed four games as senior because of leg injury (Sept. 2024); right knee injury at Senior Bowl (Feb. 2025) THE BEAST | BACK TO TABLE OF CONTENTS 411,"A four-year starter at Utah, Reid played the Rover linebacker position in defensive coordinator Morgan Scalley's 4-2-5 base scheme. An older prospect, his maturity and experience led to production on tape — it was obvious watching the Utes' defense when he wasn't on the ﬁeld because of injuries. Reid plays with a quick trigger and little wasted movements when keying or scraping across the line as a blitzer and run defender. He isn't as consistent taking on blocks, and although his energized movements show in coverage, he isn't a playmaker once his back is turned to the ball. A four-year starter at Utah, Reid played the Rover linebacker position in defensive coordinator Morgan Scalley's 4-2-5 base scheme. An older prospect, his maturity and experience led to production on tape — it was obvious watching the Utes' defense when he wasn't on the ﬁeld because of injuries. Reid plays with a quick trigger and little wasted movements when keying or scraping across the line as a blitzer and run defender. He isn't as consistent taking on blocks, and although his energized movements show in coverage, he isn't a playmaker once his back is turned to the ball. Overall, Reid is undersized and overaged, but he plays fast, self-assured and physical with the tackling skills to ﬁnish the mission. If healthy, he has a chance to earn a role as a backup and special teams contributor.",FA,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,No workout (right knee),5116,229,31 3/8,9 1/4,75 3/4,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2025,LB,31,Shaun Dolac,Buffalo,5SR,6002,221,"West Seneca, NY","Sep 14, 2001",23.61,52,,,"Shaun Dolac, one of ﬁve children, grew up outside of Buffalo, N.Y. His father (John), who coached Dolac growing up, died of esophageal cancer in 2016. Dolac played football and lacrosse at West Seneca East High — he received scholarship offers to play lacrosse , but college football was his (and his father's) dream. After a slow recruitment, he spent the 2019 season at Milford (N.Y.) Academy, then walked on at Buffalo in 2020 (he was put on scholarship before the 2021 season). After brieﬂy transferring (spent 2024 spring with Utah State), he returned to Buffalo and became the ﬁrst consensus All-American in school history (FBS-best 168 tackles). Dolac plays with boundless energy and decisive read-react skills to drive on the football and explode through his target. Though he is fast in the open ﬁeld, he can struggle working through high-trafficked areas. He does a great job anticipating and attacking passing lanes in the MAC, but covering NFL athletes will be a much different task. Overall, Dolac will be limited in areas because of his lack of size and length, but his competitive mentality and production will endear him to NFL coaches. He has the ingredients of a special teams ace, similar to Tyler Matakevich.",FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
