"Link","Name","Pos","Year","College","RAS","ALLTIME"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31640&amp;ovl=Wagner"">Link</a>","Andre Hines jr.","FB","2026","Wagner","3.95","3.95"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32220&amp;ovl=Texas+Christian"">Link</a>","Kenneth Seals","QB","2026","Texas Christian","3.95","3.95"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30276&amp;ovl=Arkansas"">Link</a>","Corey Robinson II","OT","2026","Arkansas","3.94","3.94"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32125&amp;ovl=Southern+Methodist"">Link</a>","TJ Harden","RB","2026","Southern Methodist","3.94","3.94"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31746&amp;ovl=Keiser"">Link</a>","Shea Spencer","QB","2026","Keiser","3.93","3.93"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31566&amp;ovl=Berry+College"">Link</a>","Cade Petty","LB","2026","Berry College","3.93","3.93"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31434&amp;ovl=San+Jose+State"">Link</a>","Paseti Lapuaho","OT","2026","San Jose State","3.93","3.93"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32059&amp;ovl=North+Texas"">Link</a>","Trey Fields","LB","2026","North Texas","3.93","3.93"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30859&amp;ovl=Illinois"">Link</a>","Josh Kreutz","OC","2026","Illinois","3.93","3.93"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30688&amp;ovl=Western+Kentucky"">Link</a>","Matthew Henry","WR","2026","Western Kentucky","3.93","3.93"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31106&amp;ovl=Western+Michigan"">Link</a>","James Camden","LB","2026","Western Michigan","3.92","3.92"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30899&amp;ovl=Guelph"">Link</a>","Gianni Green","FS","2026","Guelph","3.92","3.92"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30280&amp;ovl=Arizona"">Link</a>","Javin Whatley","WR","2026","Arizona","3.91","3.91"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32389&amp;ovl=Houston"">Link</a>","Carlos Allen","DT","2026","Houston","3.91","3.91"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30277&amp;ovl=Florida+State"">Link</a>","Shyheim Brown","FS","2026","Florida State","3.91","3.91"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30885&amp;ovl=Calgary"">Link</a>","Jordan Chizda","CB","2026","Calgary","3.91","3.91"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32238&amp;ovl=Toledo"">Link</a>","Drew Wilson_Lamp","CB","2026","Toledo","3.91","3.91"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31546&amp;ovl=East+Carolina"">Link</a>","Mike Wright","WR","2026","East Carolina","3.91","3.91"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32292&amp;ovl=UTEP"">Link</a>","Eric Willis","WR","2026","UTEP","3.90","3.90"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31992&amp;ovl=New+Mexico+State"">Link</a>","Dakerric Hobbs","CB","2026","New Mexico State","3.90","3.90"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31039&amp;ovl=Coastal+Carolina"">Link</a>","Dontae Lunan","LB","2026","Coastal Carolina","3.90","3.90"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30915&amp;ovl=Concordia"">Link</a>","Jean-Sebastien Lamothe","CB","2026","Concordia","3.90","3.90"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31104&amp;ovl=Western+Michigan"">Link</a>","Tyson Lee","DT","2026","Western Michigan","3.90","3.90"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32130&amp;ovl=Southern+Methodist"">Link</a>","Isaiah Smith","DE","2026","Southern Methodist","3.89","3.89"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30684&amp;ovl=Western+Kentucky"">Link</a>","Dominic Oliver","DE","2026","Western Kentucky","3.89","3.89"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32558&amp;ovl=Carleton"">Link</a>","Brody Burke","DE","2026","Carleton","3.88","3.88"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31565&amp;ovl=West+Georgia"">Link</a>","David Hoage","LB","2026","West Georgia","3.87","3.87"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31799&amp;ovl=Robert+Morris"">Link</a>","Chaz Middleton","TE","2026","Robert Morris","3.87","3.87"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32702&amp;ovl=Prairie+View+AM"">Link</a>","Travor Randle","SS","2026","Prairie View A&M","3.87","3.87"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32191&amp;ovl=Southern+Mississippi"">Link</a>","Micah Davis","WR","2026","Southern Mississippi","3.86","3.86"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32127&amp;ovl=Southern+Methodist"">Link</a>","Rooster Knighton","RB","2026","Southern Methodist","3.86","3.86"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31729&amp;ovl=Rhode+Island"">Link</a>","Thomas Buxton","OT","2026","Rhode Island","3.86","3.86"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30852&amp;ovl=Illinois"">Link</a>","Hank Beatty","WR","2026","Illinois","3.85","3.85"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31824&amp;ovl=Florida+Atlantic"">Link</a>","Scarlee Jean","OT","2026","Florida Atlantic","3.85","3.85"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32336&amp;ovl=Buffalo"">Link</a>","Ta'Quan Roberson","QB","2026","Buffalo","3.84","3.84"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31667&amp;ovl=Alabama+Birmingham"">Link</a>","Jondarius Morgan","OT","2026","Alabama Birmingham","3.84","3.84"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30479&amp;ovl=UCLA"">Link</a>","Hudson Habermehl","TE","2026","UCLA","3.83","3.83"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30989&amp;ovl=Grand+Valley+State"">Link</a>","Anthony Caradmone","LB","2026","Grand Valley State","3.82","3.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30782&amp;ovl=Oklahoma+State"">Link</a>","Parker Robertson","FS","2026","Oklahoma State","3.82","3.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32246&amp;ovl=Ashland"">Link</a>","Mike Shimek","DE","2026","Ashland","3.82","3.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30193&amp;ovl=Indiana"">Link</a>","Devan Boykin","SS","2026","Indiana","3.82","3.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31691&amp;ovl=Alabama+Birmingham"">Link</a>","Eddy Toussom","LB","2026","Alabama Birmingham","3.82","3.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32593&amp;ovl=Washington+State"">Link</a>","Raam Stevenson","DE","2026","Washington State","3.82","3.82"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31508&amp;ovl=Utah"">Link</a>","Ryan Davis","WR","2026","Utah","3.80","3.80"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31848&amp;ovl=Iowa"">Link</a>","Shahid Barros","CB","2026","Iowa","3.80","3.80"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31307&amp;ovl=Memphis"">Link</a>","Cari Caldwell","WR","2026","Memphis","3.79","3.79"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31086&amp;ovl=Northwestern"">Link</a>","Xavior Gray","OT","2026","Northwestern","3.78","3.78"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30282&amp;ovl=Florida+State"">Link</a>","Micah Pettus","OT","2026","Florida State","3.78","3.78"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31718&amp;ovl=Boise+State"">Link</a>","Dion Washington","DT","2026","Boise State","3.78","3.78"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31333&amp;ovl=Michigan+State"">Link</a>","Wayne Matthews","LB","2026","Michigan State","3.77","3.77"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31334&amp;ovl=Michigan+State"">Link</a>","Elijah Tau-Tolliver","RB","2026","Michigan State","3.75","3.75"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32326&amp;ovl=Arizona+State"">Link</a>","Chamon Metayer","TE","2026","Arizona State","3.75","3.75"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31784&amp;ovl=New+Hampshire"">Link</a>","Cole Bullock","LB","2026","New Hampshire","3.75","3.75"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32580&amp;ovl=Virginia+State"">Link</a>","Malik Hunter","WR","2026","Virginia State","3.74","3.74"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32083&amp;ovl=Ohio"">Link</a>","Sieh Bangura","RB","2026","Ohio","3.72","3.72"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31814&amp;ovl=Florida+AM"">Link</a>","Cameron Donald","DT","2026","Florida A&M","3.72","3.72"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31372&amp;ovl=Monmouth"">Link</a>","Joel Parker","DE","2026","Monmouth","3.71","3.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31904&amp;ovl=Liberty"">Link</a>","Braeden Edwards","OT","2026","Liberty","3.71","3.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31975&amp;ovl=New+Mexico"">Link</a>","Nevell Brown","OG","2026","New Mexico","3.71","3.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32060&amp;ovl=North+Texas"">Link</a>","Larry Moore","OT","2026","North Texas","3.71","3.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30968&amp;ovl=Arkansas"">Link</a>","Trent Whalen","LB","2026","Arkansas","3.71","3.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30907&amp;ovl=St.+Francis+Xavier"">Link</a>","Zachary Houde","WR","2026","St. Francis Xavier","3.71","3.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31352&amp;ovl=Missouri"">Link</a>","Vince Brown","TE","2026","Missouri","3.71","3.71"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30372&amp;ovl=Germany"">Link</a>","Felix Lepper","OT","2026","Germany","3.70","3.70"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30425&amp;ovl=Hawaii"">Link</a>","Virdel Edwards II","CB","2026","Hawaii","3.70","3.70"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32332&amp;ovl=Arizona+State"">Link</a>","Justin Wodtly","DT","2026","Arizona State","3.70","3.70"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31087&amp;ovl=Northwestern"">Link</a>","Cam Porter","RB","2026","Northwestern","3.69","3.69"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31663&amp;ovl=Alabama+Birmingham"">Link</a>","Jevon Jackson","RB","2026","Alabama Birmingham","3.69","3.69"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31834&amp;ovl=Florida+International"">Link</a>","Johnny Chaney","LB","2026","Florida International","3.69","3.69"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30671&amp;ovl=Troy"">Link</a>","Peyton Higgins","WR","2026","Troy","3.69","3.69"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32340&amp;ovl=Cornell"">Link</a>","Doryn Smith","WR","2026","Cornell","3.69","3.69"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32444&amp;ovl=Louisiana+Tech"">Link</a>","Jonathan Denis","OG","2026","Louisiana Tech","3.69","3.69"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32571&amp;ovl=Tennessee"">Link</a>","Jackson Moi","DT","2026","Tennessee","3.69","3.69"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32487&amp;ovl=Mississippi+State"">Link</a>","Davon Booth","RB","2026","Mississippi State","3.68","3.68"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32087&amp;ovl=Ohio"">Link</a>","Pius Odjugo","DT","2026","Ohio","3.67","3.67"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30429&amp;ovl=Bowling+Green"">Link</a>","Evan Branch-Haynes","DT","2026","Bowling Green","3.67","3.67"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32314&amp;ovl=William+Mary"">Link</a>","Colin Hart","WR","2026","William & Mary","3.67","3.67"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32353&amp;ovl=Citadel"">Link</a>","Jihad Marks","WR","2026","Citadel","3.67","3.67"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32293&amp;ovl=UTEP"">Link</a>","TJ McKenzie","WR","2026","UTEP","3.66","3.66"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31270&amp;ovl=Incarnate+Word"">Link</a>","Harlan Dixon","RB","2026","Incarnate Word","3.66","3.66"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30440&amp;ovl=Alabama"">Link</a>","Kam Dewberry","OG","2026","Alabama","3.66","3.66"
